大分類,中分類,教材コード,リリース,コース名,時間,形式,内容,"キャリアアップ
措置の種別",レッスン数,テスト有,システムID
キャリアアップ,キャリアアップ,CARR01-016,〇,出来る女性の20の悪癖　特性を生かしコミュニケーション力向上！,0:09:12,動画,女性の特性を理解するとともに、自分の癖を把握し、コミュニケーション力を向上させます。女性の心理的傾向や、できる女性特有の20の悪癖と、悪癖を直すためにすべきこと、女性の強みを活かしたコミュニケーションを解説します。女性ならではの強みを活かしてコミュニケーションをとりましょう。,階層別訓練,1,-,7989
キャリアアップ,キャリアアップ,CARR01-017,〇,キャリアアップ論～キャリアとあなたのマリアージュ～,1:20:52,動画,キャリア形成の概要、キャリアプランの方向性、派遣スタッフとしてのキャリア、キャリアアップに必要な4つのセオリー、これからの時代のキャリアを学びます。自身のキャリアを考える上で必要不可欠となるマインドやキャリアアップの手法を理解し、意欲的にキャリアアップできるようになりましょう。,入職時等基礎的訓練,11,-,9365
キャリアアップ,キャリアアップ,CARR01-018,〇,キャリアアップ論～人生なんてロープレだぜ！～,1:49:58,動画,頑張っているのに結果が伴わない方は戦い方を間違えているのかもしれません。自分の特性を知り、チャンスを掴むコツを理解することでキャリアアップをはかることができます。元引きこもりニートから上場企業の正社員を経て独立、代表取締役までに至った山内氏が語るキャリアアップ論を学びましょう。,入職時等基礎的訓練,17,-,9508
キャリアアップ,キャリアアップ,CARR01-019,〇,キャリア開発の考え方＆フレームワーク,1:16:49,動画,キャリアという言葉がよく使われていますが、正しく理解できていますか。何のために働き、どの道を目指すのか考えなければ、キャリア構築はできません。本コースでは、内的キャリアと外的キャリア、キャリアビジョンの立案など、キャリア開発におけるいろいろなフレームワークと考え方をご紹介します。,階層別訓練,21,-,10269
キャリアアップ,キャリアアップ,CARR01-020,〇,女性が陥りやすい８つのパターン　もっとうまくやるために,0:11:31,動画,「理論で相手を説得できない」「自分の意見を言わない」「完璧を目指してしまう」「貸し借りが上手くできない」など女性に特有な８つのパターンとその対処法をご紹介します。もっと仕事でうまくやりたい、と思っている女性、そして女性を理解したい男性に是非ご覧いただきたいと思います。,階層別訓練,1,-,11280
キャリアアップ,キャリアアップ,CARR01-021,〇,ボス（男性）の知らない女性の特性,0:10:12,動画,男性と女性の違いは何だと思いますか。女性はこれからの時代のリーダーに求められる観察力、洞察力、適応力、共感力、関係構築力、需要力、業務遂行力の７つの能力を持っています。女性を理解したい、女性を応援したいという男性、またもっと自分に自信を持ちたいという女性に是非ご覧いただきたい動画です。,階層別訓練,1,-,11278
キャリアアップ,リーダーシップ,CARR02-001,〇,今の時代に求められるリーダーシップマネジメント,1:31:48,動画,リーダーシップ・マネジメントの整理整頓、反応することの重要性、心理から発生する言葉を汲み取ること、セルフリーダーシップ、これからのリーダーシップに必要なこと、因果関係とリーダーシップ、相手を導く4つの方法など、今の時代に求められるリーダーシップについて学習します。,階層別訓練,7,-,2349
キャリアアップ,リーダーシップ,CARR02-002,〇,もし坂本龍馬が経営者だったら,1:39:38,動画,自分の理念（何をしたいのか、何故そうしたいのか）の深め方、「上がり目」「下がり目」の経営者の共通点、時間設計のポイント、潜在意識のマネジメント、自分・相手のモチベーションの上げ方、時代の変化とマーケットについて学び、自分と相手をマネジメントできるようになりましょう。,階層別訓練,6,-,2355
キャリアアップ,リーダーシップ,CARR02-003,〇,経営者となるための自分の磨き方,1:23:06,動画,人には「自分を向上・成長させて夢を叶える」人と「夢を下げて夢を叶える」人の2種類がいて、「得られないもの」を「いらないもの」と変換して自分を正当化する傾向があります。妥協せず、自分の夢を叶えて成功するために理解すべき成功の定義、人間関係の構築のポイントを学びます。,階層別訓練,5,-,2354
キャリアアップ,リーダーシップ,CARR02-004,〇,事例で学ぶコーチング入門,1:00:00,HTML,コーチングはマネージャーに求められるコミュニケーションスキルです。コーチングの概要、話の聞き方、共感のスキル、質問のスキル、信頼関係の構築方法、インフォーマルの活用、コーチングとティーチングについて学びます。コーチングスキルを身に着け、マネージャーとしてレベルアップしましょう。,階層別訓練,1,〇,6097
キャリアアップ,リーダーシップ,CARR02-011,〇,部下のモチベーションアップ術を学ぶ,1:00:00,HTML,部下のモチベーションを向上させ、目標を達成させることは管理職に求められるスキルです。本コースでは部下が感じる無力感ややる気のない発言の背景、管理職の影響力、目標管理、チーム・マネジメントについて解説します。部下の気持ちを理解し、モチベーションアップを目指しましょう。,階層別訓練,1,〇,6102
キャリアアップ,リーダーシップ,CARR02-012,〇,リーダーシップの発揮法を学ぶ,1:00:00,HTML,リーダーに求められることや、チームのモチベーションを高める方法、できるリーダーの会議運営、部下とのコミュニケーションなど、リーダーがメンバーを指導するためのノウハウを解説します。できるリーダー・頼れるリーダーのテクニックを学び、あなたも「できるリーダー」になりましょう。,階層別訓練,1,〇,6109
